timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672320490157,56,GET All Activities,200,OK,Stress Test 1-11,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,56,0,0
1672320489628,586,GET All Activities,200,OK,Stress Test 1-76,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,570,0,409
1672320490140,74,GET All Activities,200,OK,Stress Test 1-35,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,74,0,0
1672320490159,55,GET All Activities,200,OK,Stress Test 1-63,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,55,0,0
1672320489467,748,GET All Activities,200,OK,Stress Test 1-60,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,748,0,623
1672320490161,56,GET All Activities,200,OK,Stress Test 1-72,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,56,0,0
1672320489198,1020,GET All Activities,200,OK,Stress Test 1-33,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1020,0,899
1672320489067,1153,GET All Activities,200,OK,Stress Test 1-20,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1153,0,1035
1672320490163,57,GET All Activities,200,OK,Stress Test 1-91,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,57,0,0
1672320489744,477,GET All Activities,200,OK,Stress Test 1-87,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,477,0,360
1672320490145,76,GET All Activities,200,OK,Stress Test 1-84,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,76,0,0
1672320489256,965,GET All Activities,200,OK,Stress Test 1-39,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,965,0,833
1672320489108,1115,GET All Activities,200,OK,Stress Test 1-24,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1115,0,981
1672320490134,95,GET All Activities,200,OK,Stress Test 1-30,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,95,0,0
1672320490137,94,GET All Activities,200,OK,Stress Test 1-34,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,94,0,0
1672320490137,94,GET All Activities,200,OK,Stress Test 1-74,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,94,0,0
1672320490138,95,GET All Activities,200,OK,Stress Test 1-65,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,95,0,0
1672320490138,96,GET All Activities,200,OK,Stress Test 1-43,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,96,0,0
1672320489767,472,GET All Activities,200,OK,Stress Test 1-86,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,472,0,370
1672320490140,100,GET All Activities,200,OK,Stress Test 1-27,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,100,0,0
1672320490146,97,GET All Activities,200,OK,Stress Test 1-56,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,97,0,0
1672320490150,96,GET All Activities,200,OK,Stress Test 1-75,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,96,0,0
1672320490150,97,GET All Activities,200,OK,Stress Test 1-44,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,97,0,0
1672320490150,98,GET All Activities,200,OK,Stress Test 1-22,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,98,0,0
1672320490145,104,GET All Activities,200,OK,Stress Test 1-18,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,104,0,0
1672320490148,104,GET All Activities,200,OK,Stress Test 1-14,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,104,0,0
1672320490148,104,GET All Activities,200,OK,Stress Test 1-68,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,104,0,0
1672320490150,103,GET All Activities,200,OK,Stress Test 1-73,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,103,0,0
1672320490151,103,GET All Activities,200,OK,Stress Test 1-66,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,103,0,0
1672320490154,104,GET All Activities,200,OK,Stress Test 1-26,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,104,0,0
1672320490154,105,GET All Activities,200,OK,Stress Test 1-19,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,105,0,0
1672320490191,68,GET All Activities,200,OK,Stress Test 1-71,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,68,0,0
1672320490157,105,GET All Activities,200,OK,Stress Test 1-78,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,105,0,0
